,tg,lon_x,lat_x,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
79,boulogne_sur_mer_.csv,1.5777,50.727,./20cr/boulogne_sur_mer_.7z,./era20c/boulogne_sur_mer_.7z,./eraint/boulogne_sur_mer_.7z,./merra/boulogne_sur_mer_.7z,./erafive/boulogne_sur_mer_.7z,0.19425645,0.21219696899999999,0.197196843,0.18868911600000002,0.187275945,ERA-FIVE,nan,nan,nan,nan,best
80,bournemouth_p988_uk.csv,-1.8749,50.714,./20cr/bournemouth_p988_uk.7z,./era20c/bournemouth_p988_uk.7z,./eraint/bournemouth_p988_uk.7z,./merra/bournemouth_p988_uk.7z,./erafive/bournemouth_p988_uk.7z,0.11348777,0.106530173,0.10115783800000001,0.104917124,0.106793985,ERA-Interim,nan,nan,best,nan,nan
81,brest_.csv,-4.5,48.383,./20cr/brest_.7z,./era20c/brest_.7z,./eraint/brest_.7z,./merra/brest_.7z,./erafive/brest_.7z,0.08799904900000001,0.088879955,0.090847493,0.095016951,0.099782218,20CR,best,nan,nan,nan,nan
82,bridgeport_usa.csv,-73.182,41.173,./20cr/bridgeport_usa.7z,./era20c/bridgeport_usa.7z,./eraint/bridgeport_usa.7z,./merra/bridgeport_usa.7z,./erafive/bridgeport_usa.7z,0.16953552100000002,0.150313107,0.138982412,0.143773302,0.125296481,ERA-FIVE,nan,nan,nan,nan,best
83,bridgetown_d_249d_barbados.csv,-59.617,13.1,./20cr/bridgetown_d_249d_barbados.7z,./era20c/bridgetown_d_249d_barbados.7z,./eraint/bridgetown_d_249d_barbados.7z,./merra/bridgetown_d_249d_barbados.7z,./erafive/bridgetown_d_249d_barbados.7z,0.052017504000000006,0.054354516,0.047262588,0.048182607,0.048651361,ERA-Interim,nan,nan,best,nan,nan
84,brisbane_002_australia.csv,153.03,-27.468000000000004,./20cr/brisbane_002_australia.7z,./era20c/brisbane_002_australia.7z,./eraint/brisbane_002_australia.7z,./merra/brisbane_002_australia.7z,./erafive/brisbane_002_australia.7z,0.082171689,0.081740983,0.07367315,0.07819688400000001,0.07397207900000001,ERA-Interim,nan,nan,best,nan,nan
85,brisbane_331a_australia.csv,153.17,-27.366999999999997,./20cr/brisbane_331a_australia.7z,./era20c/brisbane_331a_australia.7z,./eraint/brisbane_331a_australia.7z,./merra/brisbane_331a_australia.7z,./erafive/brisbane_331a_australia.7z,0.075916329,0.07888861700000001,0.077789117,0.072239148,0.073987522,MERRA,nan,nan,nan,best,nan
86,broome_004_australia.csv,122.24,-17.955,./20cr/broome_004_australia.7z,./era20c/broome_004_australia.7z,./eraint/broome_004_australia.7z,./merra/broome_004_australia.7z,./erafive/broome_004_australia.7z,0.087198077,0.08567527900000001,0.073128104,0.07411701,0.080484511,ERA-Interim,nan,nan,best,nan,nan
87,buenaventura_085a_colombia.csv,-77.1,3.9,./20cr/buenaventura_085a_colombia.7z,./era20c/buenaventura_085a_colombia.7z,./eraint/buenaventura_085a_colombia.7z,./merra/buenaventura_085a_colombia.7z,./erafive/buenaventura_085a_colombia.7z,0.130482887,0.13220021699999998,0.13700752,0.138458779,0.14114110300000002,20CR,best,nan,nan,nan,nan
88,buenos_aires_285a_argentina.csv,-58.5,-34.667,./20cr/buenos_aires_285a_argentina.7z,./era20c/buenos_aires_285a_argentina.7z,,,,,,,,,,nan,nan,nan,nan,nan
89,bunbury_006_australia.csv,115.64,-33.327,./20cr/bunbury_006_australia.7z,./era20c/bunbury_006_australia.7z,./eraint/bunbury_006_australia.7z,./merra/bunbury_006_australia.7z,./erafive/bunbury_006_australia.7z,0.11099691,0.09215831699999999,0.088294966,0.111411894,0.089253593,ERA-Interim,nan,nan,best,nan,nan
90,bundaberg_003_australia.csv,152.35,-24.833000000000002,./20cr/bundaberg_003_australia.7z,./era20c/bundaberg_003_australia.7z,./eraint/bundaberg_003_australia.7z,./merra/bundaberg_003_australia.7z,./erafive/bundaberg_003_australia.7z,0.076191371,0.07516528900000001,0.074278593,0.071655227,0.071034978,ERA-FIVE,nan,nan,nan,nan,best
91,bundaberg_332a_australia.csv,152.38,-24.767,./20cr/bundaberg_332a_australia.7z,./era20c/bundaberg_332a_australia.7z,./eraint/bundaberg_332a_australia.7z,./merra/bundaberg_332a_australia.7z,./erafive/bundaberg_332a_australia.7z,0.07805060400000001,0.075927295,0.077142472,0.074310572,0.072381085,ERA-FIVE,nan,nan,nan,nan,best
92,burnie_005_australia.csv,145.91,-41.053000000000004,./20cr/burnie_005_australia.7z,./era20c/burnie_005_australia.7z,./eraint/burnie_005_australia.7z,./merra/burnie_005_australia.7z,./erafive/burnie_005_australia.7z,0.115410076,0.095224293,0.085031236,0.09021210800000001,0.08912328300000001,ERA-Interim,nan,nan,best,nan,nan
93,burnie_344a_australia.csv,145.91,-41.5,./20cr/burnie_344a_australia.7z,./era20c/burnie_344a_australia.7z,./eraint/burnie_344a_australia.7z,./merra/burnie_344a_australia.7z,./erafive/burnie_344a_australia.7z,0.09563899699999999,0.15059914800000002,0.068068046,0.078471775,0.078132315,ERA-Interim,nan,nan,best,nan,nan
94,cabo_san_lucas_034a_mexico.csv,-109.91,22.88,./20cr/cabo_san_lucas_034a_mexico.7z,./era20c/cabo_san_lucas_034a_mexico.7z,./eraint/cabo_san_lucas_034a_mexico.7z,./merra/cabo_san_lucas_034a_mexico.7z,./erafive/cabo_san_lucas_034a_mexico.7z,0.047850246,0.043396937000000003,0.043170726,0.04186264,0.042584792999999996,MERRA,nan,nan,nan,best,nan
95,cadiz_cadi_spain.csv,-6.2833,36.533,./20cr/cadiz_cadi_spain.7z,./era20c/cadiz_cadi_spain.7z,./eraint/cadiz_cadi_spain.7z,./merra/cadiz_cadi_spain.7z,./erafive/cadiz_cadi_spain.7z,0.100136301,0.074752923,0.06941502299999999,0.074571448,0.070899505,ERA-Interim,nan,nan,best,nan,nan
96,cagliari_cagliari_italy.csv,9.1143,39.21,./20cr/cagliari_cagliari_italy.7z,./era20c/cagliari_cagliari_italy.7z,./eraint/cagliari_cagliari_italy.7z,./merra/cagliari_cagliari_italy.7z,./erafive/cagliari_cagliari_italy.7z,0.061808191,0.065103624,0.064276231,0.065597475,0.060723014000000006,ERA-FIVE,nan,nan,nan,nan,best
97,cairns_007_australia.csv,145.78,-16.925,./20cr/cairns_007_australia.7z,./era20c/cairns_007_australia.7z,./eraint/cairns_007_australia.7z,./merra/cairns_007_australia.7z,./erafive/cairns_007_australia.7z,0.07447889099999999,0.060422549000000006,0.059677262,0.062165624,0.057611669000000004,ERA-FIVE,nan,nan,nan,nan,best
98,calais_.csv,1.8677,50.968999999999994,./20cr/calais_.7z,./era20c/calais_.7z,./eraint/calais_.7z,./merra/calais_.7z,./erafive/calais_.7z,0.162219635,0.168532483,0.181548321,0.188398806,0.182305472,20CR,best,nan,nan,nan,nan
99,"caldera,chile_001.csv",-70.833,-27.066999999999997,"./20cr/caldera,chile_001.7z","./era20c/caldera,chile_001.7z","./eraint/caldera,chile_001.7z","./merra/caldera,chile_001.7z","./erafive/caldera,chile_001.7z",0.04853662,0.050170562,0.046472639,0.044962725999999995,0.043767655999999995,ERA-FIVE,nan,nan,nan,nan,best
100,callao_b_093b_peru.csv,-77.15,-12.05,./20cr/callao_b_093b_peru.7z,./era20c/callao_b_093b_peru.7z,./eraint/callao_b_093b_peru.7z,./merra/callao_b_093b_peru.7z,./erafive/callao_b_093b_peru.7z,0.057461898,0.056483202,0.0583372,0.053671094,0.053976789000000004,MERRA,nan,nan,nan,best,nan
101,cambridgeii_usa.csv,-76.068,38.573,./20cr/cambridgeii_usa.7z,./era20c/cambridgeii_usa.7z,./eraint/cambridgeii_usa.7z,./merra/cambridgeii_usa.7z,./erafive/cambridgeii_usa.7z,0.12063258800000001,0.128427351,0.165594797,0.11867986,0.11554223400000001,ERA-FIVE,nan,nan,nan,nan,best
102,"campbellriver,bc_08074_canada.csv",-125.25,50.042,"./20cr/campbellriver,bc_08074_canada.7z","./era20c/campbellriver,bc_08074_canada.7z","./eraint/campbellriver,bc_08074_canada.7z","./merra/campbellriver,bc_08074_canada.7z","./erafive/campbellriver,bc_08074_canada.7z",0.13324084,0.137400313,0.107796629,0.113060011,0.11773378699999999,ERA-Interim,nan,nan,best,nan,nan
103,cananeia_281a_brazil.csv,-47.925,-25.017,./20cr/cananeia_281a_brazil.7z,./era20c/cananeia_281a_brazil.7z,./eraint/cananeia_281a_brazil.7z,./merra/cananeia_281a_brazil.7z,./erafive/cananeia_281a_brazil.7z,0.163389562,0.16329497199999998,0.144252977,0.165484667,0.148755264,ERA-Interim,nan,nan,best,nan,nan
104,"canavieiras,uscgs_707a_brazil.csv",-38.967,-15.667,"./20cr/canavieiras,uscgs_707a_brazil.7z","./era20c/canavieiras,uscgs_707a_brazil.7z",,,,,,,,,,nan,nan,nan,nan,nan
105,"capehatteras,u.s.a._001.csv",-75.635,35.223,"./20cr/capehatteras,u.s.a._001.7z","./era20c/capehatteras,u.s.a._001.7z","./eraint/capehatteras,u.s.a._001.7z","./merra/capehatteras,u.s.a._001.7z","./erafive/capehatteras,u.s.a._001.7z",0.136309448,0.136896229,0.142391629,0.130143356,0.128369398,ERA-FIVE,nan,nan,nan,nan,best
106,capemay_usa.csv,-74.96,38.968,./20cr/capemay_usa.7z,./era20c/capemay_usa.7z,./eraint/capemay_usa.7z,./merra/capemay_usa.7z,./erafive/capemay_usa.7z,0.16439706699999998,0.121887627,0.11928293699999999,0.123226469,0.115697324,ERA-FIVE,nan,nan,nan,nan,best
107,cape_ferguson_343a_australia.csv,147.06,-19.277,./20cr/cape_ferguson_343a_australia.7z,./era20c/cape_ferguson_343a_australia.7z,./eraint/cape_ferguson_343a_australia.7z,./merra/cape_ferguson_343a_australia.7z,./erafive/cape_ferguson_343a_australia.7z,0.065401975,0.07362743599999999,0.071723368,0.060970135,0.06804708400000001,MERRA,nan,nan,nan,best,nan
108,"cape_may,nj_746a_usa.csv",-74.96,38.968,"./20cr/cape_may,nj_746a_usa.7z","./era20c/cape_may,nj_746a_usa.7z","./eraint/cape_may,nj_746a_usa.7z","./merra/cape_may,nj_746a_usa.7z","./erafive/cape_may,nj_746a_usa.7z",0.178928995,0.132203236,0.121905505,0.132010816,0.127500628,ERA-Interim,nan,nan,best,nan,nan
109,cape_town_704a_south_africa.csv,18.433,-33.9,./20cr/cape_town_704a_south_africa.7z,./era20c/cape_town_704a_south_africa.7z,./eraint/cape_town_704a_south_africa.7z,./merra/cape_town_704a_south_africa.7z,./erafive/cape_town_704a_south_africa.7z,0.088931497,0.135808188,0.105819869,0.071335078,0.076470469,MERRA,nan,nan,nan,best,nan
110,carloforte_carloforte_italy.csv,8.3095,39.148,./20cr/carloforte_carloforte_italy.7z,./era20c/carloforte_carloforte_italy.7z,./eraint/carloforte_carloforte_italy.7z,./merra/carloforte_carloforte_italy.7z,./erafive/carloforte_carloforte_italy.7z,0.058567883,0.057538904,0.05617665,0.06302696599999999,0.057069262,ERA-Interim,nan,nan,best,nan,nan
111,carnarvon_008_australia.csv,113.66,-24.884,./20cr/carnarvon_008_australia.7z,./era20c/carnarvon_008_australia.7z,./eraint/carnarvon_008_australia.7z,./merra/carnarvon_008_australia.7z,./erafive/carnarvon_008_australia.7z,0.088665421,0.103700365,0.074170397,0.076616931,0.078625292,ERA-Interim,nan,nan,best,nan,nan
112,cartagena_b_265b_colombia.csv,-75.533,10.383,./20cr/cartagena_b_265b_colombia.7z,./era20c/cartagena_b_265b_colombia.7z,./eraint/cartagena_b_265b_colombia.7z,./merra/cartagena_b_265b_colombia.7z,./erafive/cartagena_b_265b_colombia.7z,0.048485369,0.047376407,0.048319125,0.048057271,0.04718819,ERA-FIVE,nan,nan,nan,nan,best
113,cascais_209a_portugal.csv,-9.4167,38.692,./20cr/cascais_209a_portugal.7z,./era20c/cascais_209a_portugal.7z,./eraint/cascais_209a_portugal.7z,./merra/cascais_209a_portugal.7z,./erafive/cascais_209a_portugal.7z,0.09047764400000001,0.090430175,0.061089319,0.06357415799999999,0.086809296,ERA-Interim,nan,nan,best,nan,nan
114,casey_130a_australia.csv,110.53,-66.283,./20cr/casey_130a_australia.7z,./era20c/casey_130a_australia.7z,./eraint/casey_130a_australia.7z,./merra/casey_130a_australia.7z,./erafive/casey_130a_australia.7z,0.103679669,0.114973312,0.102996915,0.09243857,0.09390525300000001,MERRA,nan,nan,nan,best,nan
115,castletownsend_835a_ireland.csv,-9.1833,51.533,./20cr/castletownsend_835a_ireland.7z,./era20c/castletownsend_835a_ireland.7z,./eraint/castletownsend_835a_ireland.7z,./merra/castletownsend_835a_ireland.7z,./erafive/castletownsend_835a_ireland.7z,0.105671833,0.103872355,0.097785745,0.100438772,0.106809018,ERA-Interim,nan,nan,best,nan,nan
116,catalina_b_313b_usa.csv,-118.48,33.45,./20cr/catalina_b_313b_usa.7z,./era20c/catalina_b_313b_usa.7z,./eraint/catalina_b_313b_usa.7z,./merra/catalina_b_313b_usa.7z,./erafive/catalina_b_313b_usa.7z,0.06798721,0.072842345,0.06638825799999999,0.069095676,0.06682007599999999,ERA-Interim,nan,nan,best,nan,nan
117,catania_catania_italy.csv,15.094000000000001,37.49800000000001,./20cr/catania_catania_italy.7z,./era20c/catania_catania_italy.7z,./eraint/catania_catania_italy.7z,./merra/catania_catania_italy.7z,./erafive/catania_catania_italy.7z,0.06994252200000001,0.06958322,0.065773117,0.066823824,0.068091043,ERA-Interim,nan,nan,best,nan,nan
118,cayenne_227a_france.csv,-52.283,4.85,./20cr/cayenne_227a_france.7z,./era20c/cayenne_227a_france.7z,./eraint/cayenne_227a_france.7z,./merra/cayenne_227a_france.7z,./erafive/cayenne_227a_france.7z,0.034245611,0.036206219,0.034192442999999996,0.041591316,0.039156156,ERA-Interim,nan,nan,best,nan,nan
119,cebu_379a_philippines.csv,123.92,10.3,./20cr/cebu_379a_philippines.7z,./era20c/cebu_379a_philippines.7z,./eraint/cebu_379a_philippines.7z,./merra/cebu_379a_philippines.7z,./erafive/cebu_379a_philippines.7z,0.044092614,0.045751257999999996,0.043788363,0.043128105,0.042819105,ERA-FIVE,nan,nan,nan,nan,best
120,cedarkeyii_usa.csv,-83.03200000000002,29.135,./20cr/cedarkeyii_usa.7z,./era20c/cedarkeyii_usa.7z,./eraint/cedarkeyii_usa.7z,./merra/cedarkeyii_usa.7z,./erafive/cedarkeyii_usa.7z,0.137853541,0.211493737,0.218682033,0.215011413,0.213864483,20CR,best,nan,nan,nan,nan
121,cedros_island_305a_mexico.csv,-115.18,28.1,./20cr/cedros_island_305a_mexico.7z,./era20c/cedros_island_305a_mexico.7z,./eraint/cedros_island_305a_mexico.7z,./merra/cedros_island_305a_mexico.7z,./erafive/cedros_island_305a_mexico.7z,0.058899912,0.059241704000000006,0.060599667999999995,0.054766717,0.056410515999999994,MERRA,nan,nan,nan,best,nan
122,celestun_861a_mexico.csv,-90.40299999999999,20.858,./20cr/celestun_861a_mexico.7z,./era20c/celestun_861a_mexico.7z,./eraint/celestun_861a_mexico.7z,./merra/celestun_861a_mexico.7z,./erafive/celestun_861a_mexico.7z,0.08847274,0.089821372,0.087546836,0.085378522,0.084708065,ERA-FIVE,nan,nan,nan,nan,best
123,cendering_320a_malaysia.csv,103.18,5.2667,./20cr/cendering_320a_malaysia.7z,./era20c/cendering_320a_malaysia.7z,./eraint/cendering_320a_malaysia.7z,./merra/cendering_320a_malaysia.7z,./erafive/cendering_320a_malaysia.7z,0.080256643,0.083794328,0.0916548,0.08567071400000001,0.088418889,20CR,best,nan,nan,nan,nan
124,centuri_france.csv,9.3498,42.966,./20cr/centuri_france.7z,,./eraint/centuri_france.7z,./merra/centuri_france.7z,./erafive/centuri_france.7z,,,,,,,nan,nan,nan,nan,nan
125,ceuta_ceta_spain.csv,-5.3167,35.9,./20cr/ceuta_ceta_spain.7z,./era20c/ceuta_ceta_spain.7z,./eraint/ceuta_ceta_spain.7z,./merra/ceuta_ceta_spain.7z,./erafive/ceuta_ceta_spain.7z,0.073487341,0.061223028,0.052147177,0.055380793,0.05463828,ERA-Interim,nan,nan,best,nan,nan
126,chabahar_915a_iran.csv,60.603,25.296999999999997,./20cr/chabahar_915a_iran.7z,./era20c/chabahar_915a_iran.7z,./eraint/chabahar_915a_iran.7z,./merra/chabahar_915a_iran.7z,./erafive/chabahar_915a_iran.7z,0.049968734,0.050891202,0.047815540999999996,0.047222038,0.05115816,MERRA,nan,nan,nan,best,nan
127,champerico_670a_guatemala.csv,-91.917,14.3,./20cr/champerico_670a_guatemala.7z,./era20c/champerico_670a_guatemala.7z,,,,,,,,,,nan,nan,nan,nan,nan
128,charchanga_138a_bangladesh.csv,91.05,22.217,./20cr/charchanga_138a_bangladesh.7z,./era20c/charchanga_138a_bangladesh.7z,./eraint/charchanga_138a_bangladesh.7z,./merra/charchanga_138a_bangladesh.7z,./erafive/charchanga_138a_bangladesh.7z,0.197403799,0.18984244100000003,0.188770352,0.189729227,0.17918069600000003,ERA-FIVE,nan,nan,nan,nan,best
129,"charleston,or_575a_usa.csv",-124.32,43.345,"./20cr/charleston,or_575a_usa.7z","./era20c/charleston,or_575a_usa.7z","./eraint/charleston,or_575a_usa.7z","./merra/charleston,or_575a_usa.7z","./erafive/charleston,or_575a_usa.7z",0.09374707300000001,0.09086426199999999,0.073543626,0.082101193,0.076149514,ERA-Interim,nan,nan,best,nan,nan
130,"charleston,sc_261a_usa.csv",-79.925,32.782,"./20cr/charleston,sc_261a_usa.7z","./era20c/charleston,sc_261a_usa.7z","./eraint/charleston,sc_261a_usa.7z","./merra/charleston,sc_261a_usa.7z","./erafive/charleston,sc_261a_usa.7z",0.14540819800000002,0.11004038699999999,0.129949383,0.153589107,0.117849065,ERA-20c,nan,best,nan,nan,nan
131,"charlottetown,pei_01700_canada.csv",-63.117,46.233000000000004,"./20cr/charlottetown,pei_01700_canada.7z","./era20c/charlottetown,pei_01700_canada.7z","./eraint/charlottetown,pei_01700_canada.7z","./merra/charlottetown,pei_01700_canada.7z","./erafive/charlottetown,pei_01700_canada.7z",0.17350420800000002,0.157208716,0.150206264,0.145696747,0.144480839,ERA-FIVE,nan,nan,nan,nan,best
132,charlotte_amalie_255a_usa.csv,-64.92,18.335,./20cr/charlotte_amalie_255a_usa.7z,./era20c/charlotte_amalie_255a_usa.7z,./eraint/charlotte_amalie_255a_usa.7z,./merra/charlotte_amalie_255a_usa.7z,./erafive/charlotte_amalie_255a_usa.7z,0.032739539,0.031588099,0.031356552999999995,0.031259262999999995,0.032807943,MERRA,nan,nan,nan,best,nan
133,chatham_079a_new_zealand.csv,-176.56,-43.946999999999996,./20cr/chatham_079a_new_zealand.7z,./era20c/chatham_079a_new_zealand.7z,./eraint/chatham_079a_new_zealand.7z,./merra/chatham_079a_new_zealand.7z,./erafive/chatham_079a_new_zealand.7z,0.139812162,0.07020429,0.145412362,0.147194834,0.092679278,ERA-20c,nan,best,nan,nan,nan
134,cherbourg_.csv,-1.6355,49.651,./20cr/cherbourg_.7z,./era20c/cherbourg_.7z,./eraint/cherbourg_.7z,./merra/cherbourg_.7z,./erafive/cherbourg_.7z,0.12105607,,0.09490149,0.097182385,0.10625471800000001,ERA-Interim,nan,nan,best,nan,nan
135,chesapeake_bbt_749a_usa.csv,-76.113,36.967,./20cr/chesapeake_bbt_749a_usa.7z,./era20c/chesapeake_bbt_749a_usa.7z,./eraint/chesapeake_bbt_749a_usa.7z,./merra/chesapeake_bbt_749a_usa.7z,./erafive/chesapeake_bbt_749a_usa.7z,0.155697209,0.143818006,0.122831535,0.12405562699999999,0.125381275,ERA-Interim,nan,nan,best,nan,nan
136,chichijima_japan.csv,142.18,27.1,./20cr/chichijima_japan.7z,./era20c/chichijima_japan.7z,./eraint/chichijima_japan.7z,./merra/chichijima_japan.7z,./erafive/chichijima_japan.7z,0.07410739200000001,0.06831749299999999,0.062849879,0.069189875,0.068728974,ERA-Interim,nan,nan,best,nan,nan
137,chittagong_124a_bangladesh.csv,91.825,22.247,./20cr/chittagong_124a_bangladesh.7z,./era20c/chittagong_124a_bangladesh.7z,./eraint/chittagong_124a_bangladesh.7z,./merra/chittagong_124a_bangladesh.7z,./erafive/chittagong_124a_bangladesh.7z,0.12323365900000001,0.117692505,0.120524373,0.11586027199999999,0.114557108,ERA-FIVE,nan,nan,nan,nan,best
138,choshigyoko_japan.csv,140.87,35.75,./20cr/choshigyoko_japan.7z,./era20c/choshigyoko_japan.7z,./eraint/choshigyoko_japan.7z,./merra/choshigyoko_japan.7z,./erafive/choshigyoko_japan.7z,0.087274956,0.087038424,0.077808084,0.0766415,0.064352187,ERA-FIVE,nan,nan,nan,nan,best
139,"christiansted,vi_258a_usa.csv",-64.705,17.75,"./20cr/christiansted,vi_258a_usa.7z","./era20c/christiansted,vi_258a_usa.7z","./eraint/christiansted,vi_258a_usa.7z","./merra/christiansted,vi_258a_usa.7z","./erafive/christiansted,vi_258a_usa.7z",0.034003959,0.033454627,0.033738145,0.038148613,0.033799647,ERA-20c,nan,best,nan,nan,nan
140,christmas_170a_australia.csv,105.67,-10.417,./20cr/christmas_170a_australia.7z,./era20c/christmas_170a_australia.7z,./eraint/christmas_170a_australia.7z,./merra/christmas_170a_australia.7z,./erafive/christmas_170a_australia.7z,0.07302557,0.073774319,0.07417231,0.071735169,0.07230321,MERRA,nan,nan,nan,best,nan
141,"christmas_b,lineis.kiribati_001.csv",-157.48,1.985,"./20cr/christmas_b,lineis.kiribati_001.7z","./era20c/christmas_b,lineis.kiribati_001.7z","./eraint/christmas_b,lineis.kiribati_001.7z","./merra/christmas_b,lineis.kiribati_001.7z","./erafive/christmas_b,lineis.kiribati_001.7z",0.04624184,0.045525844,0.045725768,0.046454834,0.046530032,ERA-20c,nan,best,nan,nan,nan
142,churchill_274a_canada.csv,-94.18299999999999,58.766999999999996,./20cr/churchill_274a_canada.7z,./era20c/churchill_274a_canada.7z,./eraint/churchill_274a_canada.7z,./merra/churchill_274a_canada.7z,./erafive/churchill_274a_canada.7z,0.156259345,0.167436124,0.18202781,0.203793563,0.173034467,20CR,best,nan,nan,nan,nan
143,chuuk_054a_fd._st._micronesia.csv,151.85,7.45,./20cr/chuuk_054a_fd._st._micronesia.7z,./era20c/chuuk_054a_fd._st._micronesia.7z,./eraint/chuuk_054a_fd._st._micronesia.7z,./merra/chuuk_054a_fd._st._micronesia.7z,./erafive/chuuk_054a_fd._st._micronesia.7z,0.039583677000000005,0.038542553,0.038489157999999996,0.038817406,0.039513016,ERA-Interim,nan,nan,best,nan,nan
144,cilicap_b_162b_indonesia.csv,109.02,-7.7517,./20cr/cilicap_b_162b_indonesia.7z,./era20c/cilicap_b_162b_indonesia.7z,./eraint/cilicap_b_162b_indonesia.7z,./merra/cilicap_b_162b_indonesia.7z,./erafive/cilicap_b_162b_indonesia.7z,0.114993104,0.112473932,0.10857510699999999,0.105831198,0.105748661,ERA-FIVE,nan,nan,nan,nan,best
145,ciudad_del_carmen_779a_mexico.csv,-91.833,18.533,./20cr/ciudad_del_carmen_779a_mexico.7z,./era20c/ciudad_del_carmen_779a_mexico.7z,./eraint/ciudad_del_carmen_779a_mexico.7z,,./erafive/ciudad_del_carmen_779a_mexico.7z,,,,,,,nan,nan,nan,nan,nan
146,civitavecchia_civitavecchia_italy.csv,11.79,42.093999999999994,./20cr/civitavecchia_civitavecchia_italy.7z,./era20c/civitavecchia_civitavecchia_italy.7z,./eraint/civitavecchia_civitavecchia_italy.7z,./merra/civitavecchia_civitavecchia_italy.7z,./erafive/civitavecchia_civitavecchia_italy.7z,0.093151681,0.068561893,0.098961765,0.07116974400000001,0.05930158,ERA-FIVE,nan,nan,nan,nan,best
147,"clearwater_bch,fl_773a_usa.csv",-82.83200000000002,27.976999999999997,"./20cr/clearwater_bch,fl_773a_usa.7z","./era20c/clearwater_bch,fl_773a_usa.7z","./eraint/clearwater_bch,fl_773a_usa.7z","./merra/clearwater_bch,fl_773a_usa.7z","./erafive/clearwater_bch,fl_773a_usa.7z",0.128968214,0.106757115,0.11214840599999999,0.093802792,0.154150221,MERRA,nan,nan,nan,best,nan
148,"cocoa_beach,_fl_754a_usa.csv",-80.6,28.368000000000002,"./20cr/cocoa_beach,_fl_754a_usa.7z","./era20c/cocoa_beach,_fl_754a_usa.7z","./eraint/cocoa_beach,_fl_754a_usa.7z","./merra/cocoa_beach,_fl_754a_usa.7z","./erafive/cocoa_beach,_fl_754a_usa.7z",0.10034880300000001,0.103439306,0.092894769,0.09053398900000001,0.08853401400000001,ERA-FIVE,nan,nan,nan,nan,best
